0180I Following is a set of records pertinent to the General Election held on Tuesday, November 6, 2012, originated at Suffolk County Board of Elections on January 16, 2013 at 10:35 AM
0064RPresident                               U     1051090218801
0044CGOODE, VIRGIL            CST 000491 1I 
0084E2103P0854001114              351218  022700000001930200003200110204020200350010
0084E2104P0738000958              351018  019800000002190116001300190229012900180017
0084E2105P0327000424              351016  008700000000770069001300070079007100130008
0084E2106P0529000712              351218  017500000001140124002400040116012700250003
0084E2107P1035001414              321016  031800000202810195003600250297019600430021
0084E2108P0883001206              351216  026700200001790224004200130194023100400014
0084E2109P1330001798              321017  042200000204020222002600160433023400260015
0084E2110P0723001058              351018  022400000101520199004300130157021200420015
0084E2111P0515000720              351218  014600000001190129002000140127012900200016
0084E2112P1536002066              351016  042200200003460353006500290371038200640032
0084E2113P0937001390              351218  027600000002000266006200200212027000650019
0084E2114P1111001448              321016  031500000603260159003900220353016700400021
0084E2115P0355000422              321218  008400000000750071001700040078007500140004
0084E2116P0615000842              351218  010700000201330171004400120134018100450013
0084E2117P0604000774              351218  016400000001250140002200140125014700260011
0084E2118P0666000802              321216  016400000001390133003300060143014400330007
0084E2119P1103001436              351018  025700000001950331004100160205033400440013
0084E2120P0798001194              321216  021700000002370199002800150246021400250013
0084E2121P0718001018              351017  021400000002020154002500120217015700260011
0084E2122P0763001134              321218  020900000001700217005300130182022000560014
0084E2123P1072001360              351017  024300000203190172004000100354016800390013
0084E2124P0849001208              351218  023600000101860246003500070195025800350009
0084E2125P1328001736              321016  029500000203500304003200190367031300340020
0084E2126P0662000934              351218  016700200001640173002700090176017700300009
0084E2127P0892001250              351213  021600000001980241004800250199024500510027
0084E2128P0829001194              351018  020900000202060220004000170212023000410017
0084E2129P0776001144              351218  021300000201880210004200180192021800430018
0084E2130P0713001046              321218  027200000101800148004000090192015300390012
0084E2131P0714000958              351216  018200000101460188003800070156019600370007
0084E2132P0514000688              351016  012200000001340113001800150139011600160015
0084E2133P0605000856              321016  014500000002030122001900050206013200210003
0084E2134P0906001154              351016  027000000002180189002400110207019400290012
0084E2135P0931001110              351016  016900000002090209004000070212021500400009
0084E2136P0871001106              321216  022300200202100184002800140209019000290015
0084E2137P0716000934              321016  015100000002100140002600110218014000290009
0084E2138P1018001224              321017  023500000002790177002200150280018000220014
0084E2139P0651000882              351016  015700000201720159001800060180016400180006
0084E2140P0947001382              351218  026000000002310261004000200238027100390022
0084E2141P0366000532              351216  009900000000790105002400040083011100240003
0084E2142P0504000752              321213  014100000001050168001600080114017100190010
0084E2143P0600000838              351017  014800000001430157002600150149015900260015
0084E2144P1547001930              321016  034500000203650332006600200363034900700018
0084E2145P0765001008              321017  019800000002110157001600110224016400150012
0084E2146P0222000312              321016  006100000000760042000300010082004300040000
0084E2147P0576000710              351016  011300000001220139002300110132013800220010
0084E2148P0516000722              321216  013500000201240140001400060136014400150006
0084E2149P0643000950              351218  020500000201720146003000140180015300310017
0084E2150P0425000636              351018  010200000001410083002500140147008500260013
0084E2151P0856001140              321017  022500000002330187002600090243018400210012
0084E2152P0310000368              321216  007000000000600069001300040067006800130004
0084E2153P0600000946              351218  017000000001520175004300110169017100460009
0084E2154P0535000716              351017  015000000401290120001900090133012200190011
0084E2155P0692000928              351017  019000000001700137003400110192014200390013
0084E2156P0452000676              351218  012500000001370103002300090139010600230011
0084E2157P0551000698              351218  014600000001280116001500090132012400170011
0084E2158P1539001964              321017  040300000205720136002600200617014100270020
0084E2159P0528000730              351216  014300000100970160001900090104016700210009
0084E2160P0406000592              351018  007800000000900141001500050092014800170006
0084E2161P0523000760              351218  017400000001410124001200100149012500150010
0084E2162P1444001826              351017  037800000003280320004600120352033100480011
0084E2163P0821001152              351016  021300000001800236003500180183023500330019
0084E2164P0547000748              351218  012200000101320142002100090139015100210010
0084E2165P0713000838              321216  019100000001390133003400110147013900320012
0084E2166P0617000804              321017  015800000001690111003200050177011900270006
0084E2167P0505000748              351016  011700000001450144001500090147014500170009
0084E2168P0614000886              351018  015600000201280183003500080136019400370007
0084E2169P0701000920              321213  017600000001460162004600120159016100440014
0084E2170P0381000510              321016  011900000000930083001600010095008400160003
0084E2171P0228000272              351016  005100000000460048001000020051005300090002
0084E2172P0026000042              321016  001300000000030007000300010005000700020001
0084E2173P0030000044              321016  000700000000090007000100020007000800010002
0084E2174P0065000082              351216  002300000000080015000400020010001400040002
0084E2175P0233000278              351216  003100000000610055000600000064005500060000
0084E2176P0032000032              321017  000400000000100004000000000010000400000000
0084E2177P0299000252              351017  008900000200620009000300020071000900040001
0084E2178P0723000984              351017  027800000001550164001000110172017400090011
0084E3001P0776001052              24 911  022500000001390217004400070138022600500006
0084E3002P0583000818              24 911  015800000201300159002100150135016100230014
0084E3003P0882001084              24 711  022400000102840093001700170310010200170019
0084E3004P0982001200              24 711  028100000003030099002300180330010200260018
0084E3005P0477000626              24 711  013900000001850031000800110203002900080012
0084E3006P0057000100              24 710  003000000000220009000300000022001000020002
0084E3007P0921001160              24 711  020100000002310195003100150239019900310018
0084E3008P0962000906              24 711  016600000002260106002200100229011700200010
0084E3009P1163001330              24 6 9  031300000004000053001200080472005200130007
0084E3010P1032001524              24 710  028300000002050309008200190209031800810018
0084E3011P0845001174              24 710  023300000002040193004900180209020000480020
0084E3012P1587002214              24 710  047200200404150334007600260444033900760026
0084E3013P0900001340              23 710  024400000001320323006400200143033100670016
