Wayne County Board of Elections Official Canvas by position,General Election on 11/4/2014,([cTown]=13),,,,,,,,,,,,,
Combo128,Text95,cPos,Text124,cLName,cboxParty,cboxTown,town,cDist,cVoteCount,cEmergencyCount,Text91,Text76,cBlanksVoidsCount,TotRow,
,,,,CAHILL,CONSERVATIVE,1,Arcadia,3,19,0,3,,0,22,
,,,,CAHILL,CONSERVATIVE,1,Arcadia,4,14,0,1,,0,15,
,,,,CAHILL,CONSERVATIVE,1,Arcadia,5,23,0,0,,0,23,
,,,,CAHILL,CONSERVATIVE,1,Arcadia,6,32,0,4,,0,36,
,,,,CAHILL,CONSERVATIVE,1,Arcadia,7,25,0,4,,0,29,
,,,,CAHILL,CONSERVATIVE,1,Arcadia,8,16,0,0,,0,16,
,,,,CAHILL,CONSERVATIVE,1,Arcadia,9,21,0,1,,0,22,
,,,,CAHILL,CONSERVATIVE,1,Arcadia,10,38,0,1,,0,39,
,,,,,,,,,307,0,15,,0,Text105:,322
,,,,CAHILL,CONSERVATIVE,2,Butler,1,64,0,2,,0,66,
,,,,,,,,,64,0,2,,0,Text105:,66
,,,,CAHILL,CONSERVATIVE,3,Galen,1,25,0,1,,0,26,
,,,,CAHILL,CONSERVATIVE,3,Galen,2,22,0,2,,0,24,
,,,,CAHILL,CONSERVATIVE,3,Galen,3,20,0,1,,0,21,
,,,,CAHILL,CONSERVATIVE,3,Galen,4,15,0,0,,0,15,
,,,,,,,,,82,0,4,,0,Text105:,86
,,,,CAHILL,CONSERVATIVE,4,Huron,1,34,0,3,,0,37,
,,,,CAHILL,CONSERVATIVE,4,Huron,2,43,0,2,,0,45,
,,,,,,,,,77,0,5,,0,Text105:,82
,,,,CAHILL,CONSERVATIVE,5,Lyons,1,16,0,1,,0,17,
,,,,CAHILL,CONSERVATIVE,5,Lyons,2,18,0,2,,0,20,
,,,,CAHILL,CONSERVATIVE,5,Lyons,3,38,0,0,,0,38,
,,,,CAHILL,CONSERVATIVE,5,Lyons,4,19,0,2,,0,21,
,,,,CAHILL,CONSERVATIVE,5,Lyons,5,23,0,2,,0,25,
,,,,,,,,,114,0,7,,0,Text105:,121
,,,,CAHILL,CONSERVATIVE,6,Macedon,1,56,0,3,,0,59,
,,,,CAHILL,CONSERVATIVE,6,Macedon,2,87,0,3,,0,90,
,,,,CAHILL,CONSERVATIVE,6,Macedon,3,69,0,9,,0,78,
,,,,CAHILL,CONSERVATIVE,6,Macedon,4,55,0,2,,0,57,
,,,,CAHILL,CONSERVATIVE,6,Macedon,5,56,0,4,,0,60,
,,,,,,,,,323,0,21,,0,Text105:,344
,,,,CAHILL,CONSERVATIVE,7,Marion,1,62,0,3,,0,65,
,,,,CAHILL,CONSERVATIVE,7,Marion,2,46,0,2,,0,48,
,,,,CAHILL,CONSERVATIVE,7,Marion,3,57,0,2,,0,59,
,,,,CAHILL,CONSERVATIVE,7,Marion,4,67,0,0,,0,67,
,,,,,,,,,232,0,7,,0,Text105:,239
,,,,CAHILL,CONSERVATIVE,8,Ontario,1,85,0,1,,0,86,
,,,,CAHILL,CONSERVATIVE,8,Ontario,2,89,0,3,,0,92,
,,,,CAHILL,CONSERVATIVE,8,Ontario,3,99,0,5,,0,104,
,,,,CAHILL,CONSERVATIVE,8,Ontario,4,48,0,2,,0,50,
,,,,CAHILL,CONSERVATIVE,8,Ontario,5,58,0,2,,0,60,
,,,,CAHILL,CONSERVATIVE,8,Ontario,6,111,0,5,,0,116,
,,,,,,,,,490,0,18,,0,Text105:,508
,,,,CAHILL,CONSERVATIVE,9,Palmyra,1,36,0,3,,0,39,
,,,,CAHILL,CONSERVATIVE,9,Palmyra,2,36,0,3,,0,39,
,,,,CAHILL,CONSERVATIVE,9,Palmyra,3,28,0,1,,0,29,
,,,,CAHILL,CONSERVATIVE,9,Palmyra,4,37,0,1,,0,38,
,,,,CAHILL,CONSERVATIVE,9,Palmyra,5,53,0,3,,0,56,
,,,,CAHILL,CONSERVATIVE,9,Palmyra,6,31,0,0,,0,31,
,,,,,,,,,221,0,11,,0,Text105:,232
,,,,CAHILL,CONSERVATIVE,10,Rose,1,35,0,1,,0,36,
,,,,CAHILL,CONSERVATIVE,10,Rose,2,33,0,2,,0,35,
,,,,,,,,,68,0,3,,0,Text105:,71
,,,,CAHILL,CONSERVATIVE,11,Savannah,1,19,0,3,,0,22,
,,,,CAHILL,CONSERVATIVE,11,Savannah,2,29,0,1,,0,30,
,,,,,,,,,48,0,4,,0,Text105:,52
,,,,CAHILL,CONSERVATIVE,12,Sodus,1,51,0,2,,0,53,
,,,,CAHILL,CONSERVATIVE,12,Sodus,2,44,0,1,,0,45,
,,,,CAHILL,CONSERVATIVE,12,Sodus,3,48,0,1,,0,49,
,,,,CAHILL,CONSERVATIVE,12,Sodus,4,45,0,3,,0,48,
,,,,CAHILL,CONSERVATIVE,12,Sodus,5,33,0,1,,0,34,
,,,,CAHILL,CONSERVATIVE,12,Sodus,6,40,0,3,,0,43,
,,,,,,,,,261,0,11,,0,Text105:,272
,,,,CAHILL,CONSERVATIVE,13,Walworth,1,81,0,2,,0,83,
,,,,CAHILL,CONSERVATIVE,13,Walworth,2,125,0,2,,0,127,
,,,,CAHILL,CONSERVATIVE,13,Walworth,3,84,0,0,,0,84,
,,,,CAHILL,CONSERVATIVE,13,Walworth,4,53,0,2,,0,55,
,,,,CAHILL,CONSERVATIVE,13,Walworth,5,67,0,2,,0,69,
,,,,,,,,,410,0,8,,0,Text105:,418
,,,,CAHILL,CONSERVATIVE,14,Williamson,1,30,0,2,,0,32,
,,,,CAHILL,CONSERVATIVE,14,Williamson,2,64,0,4,,0,68,
,,,,CAHILL,CONSERVATIVE,14,Williamson,3,82,0,2,,0,84,
,,,,CAHILL,CONSERVATIVE,14,Williamson,4,40,5,2,,0,47,
,,,,CAHILL,CONSERVATIVE,14,Williamson,5,59,0,4,,0,63,
,,,,,,,,,275,5,14,,0,Text105:,294
,,,,CAHILL,CONSERVATIVE,15,Wolcott,1,15,0,3,,0,18,
,,,,CAHILL,CONSERVATIVE,15,Wolcott,2,13,0,0,,0,13,
,,,,CAHILL,CONSERVATIVE,15,Wolcott,3,27,0,4,,0,31,
,,,,CAHILL,CONSERVATIVE,15,Wolcott,4,27,0,2,,0,29,
,,,,,,,,,82,0,9,,0,Text105:,91
,,,,,,,,,,,,,,Text81:,3198
,,D04,ATTORNEY GENERAL   * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,,,,
,,,,SCHNEIDERMAN,WORKING FAMILIES,1,Arcadia,1,21,0,1,,0,22,
,,,,SCHNEIDERMAN,WORKING FAMILIES,1,Arcadia,2,14,0,0,,0,14,
,,,,SCHNEIDERMAN,WORKING FAMILIES,1,Arcadia,3,12,0,1,,0,13,
,,,,SCHNEIDERMAN,WORKING FAMILIES,1,Arcadia,4,11,0,1,,0,12,
,,,,SCHNEIDERMAN,WORKING FAMILIES,1,Arcadia,5,4,0,0,,0,4,
,,,,SCHNEIDERMAN,WORKING FAMILIES,1,Arcadia,6,10,0,0,,0,10,
,,,,SCHNEIDERMAN,WORKING FAMILIES,1,Arcadia,7,9,0,1,,0,10,
,,,,SCHNEIDERMAN,WORKING FAMILIES,1,Arcadia,8,1,0,0,,0,1,
,,,,SCHNEIDERMAN,WORKING FAMILIES,1,Arcadia,9,10,0,0,,0,10,
,,,,SCHNEIDERMAN,WORKING FAMILIES,1,Arcadia,10,6,0,1,,0,7,
,,,,,,,,,98,0,5,,0,Text105:,103
,,,,SCHNEIDERMAN,WORKING FAMILIES,2,Butler,1,16,0,1,,0,17,
,,,,,,,,,16,0,1,,0,Text105:,17
,,,,SCHNEIDERMAN,WORKING FAMILIES,3,Galen,1,5,0,0,,0,5,
,,,,SCHNEIDERMAN,WORKING FAMILIES,3,Galen,2,9,0,1,,0,10,
,,,,SCHNEIDERMAN,WORKING FAMILIES,3,Galen,3,7,0,1,,0,8,
,,,,SCHNEIDERMAN,WORKING FAMILIES,3,Galen,4,5,0,0,,0,5,
,,,,,,,,,26,0,2,,0,Text105:,28
,,,,SCHNEIDERMAN,WORKING FAMILIES,4,Huron,1,6,0,0,,0,6,
,,,,SCHNEIDERMAN,WORKING FAMILIES,4,Huron,2,6,0,0,,0,6,
,,,,,,,,,12,0,0,,0,Text105:,12
,,,,SCHNEIDERMAN,WORKING FAMILIES,5,Lyons,1,7,0,1,,0,8,
,,,,SCHNEIDERMAN,WORKING FAMILIES,5,Lyons,2,3,0,0,,0,3,
,,,,SCHNEIDERMAN,WORKING FAMILIES,5,Lyons,3,6,0,3,,0,9,
,,,,SCHNEIDERMAN,WORKING FAMILIES,5,Lyons,4,7,0,0,,0,7,
,,,,SCHNEIDERMAN,WORKING FAMILIES,5,Lyons,5,8,0,0,,0,8,
,,,,,,,,,31,0,4,,0,Text105:,35
,,,,SCHNEIDERMAN,WORKING FAMILIES,6,Macedon,1,11,0,0,,0,11,
,,,,SCHNEIDERMAN,WORKING FAMILIES,6,Macedon,2,17,0,0,,0,17,
,,,,SCHNEIDERMAN,WORKING FAMILIES,6,Macedon,3,8,0,0,,0,8,
,,,,SCHNEIDERMAN,WORKING FAMILIES,6,Macedon,4,7,0,0,,0,7,
,,,,SCHNEIDERMAN,WORKING FAMILIES,6,Macedon,5,6,0,0,,0,6,
,,,,,,,,,49,0,0,,0,Text105:,49
,,,,SCHNEIDERMAN,WORKING FAMILIES,7,Marion,1,8,0,0,,0,8,
,,,,SCHNEIDERMAN,WORKING FAMILIES,7,Marion,2,5,0,0,,0,5,
,,,,SCHNEIDERMAN,WORKING FAMILIES,7,Marion,3,11,0,2,,0,13,
,,,,SCHNEIDERMAN,WORKING FAMILIES,7,Marion,4,6,0,0,,0,6,
,,,,,,,,,30,0,2,,0,Text105:,32
,,,,SCHNEIDERMAN,WORKING FAMILIES,8,Ontario,1,2,0,0,,0,2,
,,,,SCHNEIDERMAN,WORKING FAMILIES,8,Ontario,2,11,0,0,,0,11,
,,,,SCHNEIDERMAN,WORKING FAMILIES,8,Ontario,3,11,0,1,,0,12,
,,,,SCHNEIDERMAN,WORKING FAMILIES,8,Ontario,4,7,0,0,,0,7,
,,,,SCHNEIDERMAN,WORKING FAMILIES,8,Ontario,5,12,0,0,,0,12,
,,,,SCHNEIDERMAN,WORKING FAMILIES,8,Ontario,6,11,0,0,,0,11,
,,,,,,,,,54,0,1,,0,Text105:,55
,,,,SCHNEIDERMAN,WORKING FAMILIES,9,Palmyra,1,12,0,0,,0,12,
,,,,SCHNEIDERMAN,WORKING FAMILIES,9,Palmyra,2,7,0,0,,0,7,
,,,,SCHNEIDERMAN,WORKING FAMILIES,9,Palmyra,3,13,0,0,,0,13,
,,,,SCHNEIDERMAN,WORKING FAMILIES,9,Palmyra,4,11,0,0,,0,11,
,,,,SCHNEIDERMAN,WORKING FAMILIES,9,Palmyra,5,10,0,2,,0,12,
,,,,SCHNEIDERMAN,WORKING FAMILIES,9,Palmyra,6,9,0,0,,0,9,
,,,,,,,,,62,0,2,,0,Text105:,64
,,,,SCHNEIDERMAN,WORKING FAMILIES,10,Rose,1,12,0,0,,0,12,
,,,,SCHNEIDERMAN,WORKING FAMILIES,10,Rose,2,10,0,1,,0,11,
,,,,,,,,,22,0,1,,0,Text105:,23
,,,,SCHNEIDERMAN,WORKING FAMILIES,11,Savannah,1,7,0,0,,0,7,
,,,,SCHNEIDERMAN,WORKING FAMILIES,11,Savannah,2,10,0,0,,0,10,
,,,,,,,,,17,0,0,,0,Text105:,17
,,,,SCHNEIDERMAN,WORKING FAMILIES,12,Sodus,1,6,0,0,,0,6,
,,,,SCHNEIDERMAN,WORKING FAMILIES,12,Sodus,2,8,0,1,,0,9,
,,,,SCHNEIDERMAN,WORKING FAMILIES,12,Sodus,3,13,0,0,,0,13,
,,,,SCHNEIDERMAN,WORKING FAMILIES,12,Sodus,4,5,0,1,,0,6,
,,,,SCHNEIDERMAN,WORKING FAMILIES,12,Sodus,5,12,0,1,,0,13,
,,,,SCHNEIDERMAN,WORKING FAMILIES,12,Sodus,6,10,0,0,,0,10,
,,,,,,,,,54,0,3,,0,Text105:,57
,,,,SCHNEIDERMAN,WORKING FAMILIES,13,Walworth,1,9,0,0,,0,9,
,,,,SCHNEIDERMAN,WORKING FAMILIES,13,Walworth,2,27,0,0,,0,27,
,,,,SCHNEIDERMAN,WORKING FAMILIES,13,Walworth,3,11,0,1,,0,12,
,,,,SCHNEIDERMAN,WORKING FAMILIES,13,Walworth,4,14,0,1,,0,15,
,,,,SCHNEIDERMAN,WORKING FAMILIES,13,Walworth,5,8,0,0,,0,8,
,,,,,,,,,69,0,2,,0,Text105:,71
,,,,SCHNEIDERMAN,WORKING FAMILIES,14,Williamson,1,9,0,0,,0,9,
,,,,SCHNEIDERMAN,WORKING FAMILIES,14,Williamson,2,11,0,0,,0,11,
,,,,SCHNEIDERMAN,WORKING FAMILIES,14,Williamson,3,18,0,1,,0,19,
,,,,SCHNEIDERMAN,WORKING FAMILIES,14,Williamson,4,7,2,0,,0,9,
,,,,SCHNEIDERMAN,WORKING FAMILIES,14,Williamson,5,13,0,2,,0,15,
,,,,,,,,,58,2,3,,0,Text105:,63
,,,,SCHNEIDERMAN,WORKING FAMILIES,15,Wolcott,1,7,0,2,,0,9,
,,,,SCHNEIDERMAN,WORKING FAMILIES,15,Wolcott,2,4,0,0,,0,4,
,,,,SCHNEIDERMAN,WORKING FAMILIES,15,Wolcott,3,9,0,0,,0,9,
,,,,SCHNEIDERMAN,WORKING FAMILIES,15,Wolcott,4,7,0,0,,0,7,
,,,,,,,,,27,0,2,,0,Text105:,29
,,,,,,,,,,,,,,Text81:,655
,,E04,ATTORNEY GENERAL   * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,,,,
,,,,SCHNEIDERMAN,INDEPENDENCE,1,Arcadia,1,12,0,1,,0,13,
,,,,SCHNEIDERMAN,INDEPENDENCE,1,Arcadia,2,10,0,0,,0,10,
,,,,SCHNEIDERMAN,INDEPENDENCE,1,Arcadia,3,5,0,1,,0,6,
,,,,SCHNEIDERMAN,INDEPENDENCE,1,Arcadia,4,3,0,0,,0,3,
,,,,SCHNEIDERMAN,INDEPENDENCE,1,Arcadia,5,2,0,1,,0,3,
,,,,SCHNEIDERMAN,INDEPENDENCE,1,Arcadia,6,10,0,0,,0,10,
,,,,SCHNEIDERMAN,INDEPENDENCE,1,Arcadia,7,9,0,0,,0,9,
,,,,SCHNEIDERMAN,INDEPENDENCE,1,Arcadia,8,3,0,0,,0,3,
,,,,SCHNEIDERMAN,INDEPENDENCE,1,Arcadia,9,9,0,0,,0,9,
,,,,SCHNEIDERMAN,INDEPENDENCE,1,Arcadia,10,3,0,0,,0,3,
,,,,,,,,,66,0,3,,0,Text105:,69
,,,,SCHNEIDERMAN,INDEPENDENCE,2,Butler,1,8,0,2,,0,10,
,,,,,,,,,8,0,2,,0,Text105:,10
,,,,SCHNEIDERMAN,INDEPENDENCE,3,Galen,1,4,0,0,,0,4,
,,,,SCHNEIDERMAN,INDEPENDENCE,3,Galen,2,5,0,0,,0,5,
,,,,SCHNEIDERMAN,INDEPENDENCE,3,Galen,3,4,0,0,,0,4,
,,,,SCHNEIDERMAN,INDEPENDENCE,3,Galen,4,6,0,0,,0,6,
,,,,,,,,,19,0,0,,0,Text105:,19
,,,,SCHNEIDERMAN,INDEPENDENCE,4,Huron,1,4,0,0,,0,4,
,,,,SCHNEIDERMAN,INDEPENDENCE,4,Huron,2,3,0,1,,0,4,
,,,,,,,,,7,0,1,,0,Text105:,8
,,,,SCHNEIDERMAN,INDEPENDENCE,5,Lyons,1,2,0,0,,0,2,
,,,,SCHNEIDERMAN,INDEPENDENCE,5,Lyons,2,2,0,0,,0,2,
,,,,SCHNEIDERMAN,INDEPENDENCE,5,Lyons,3,5,0,0,,0,5,
,,,,SCHNEIDERMAN,INDEPENDENCE,5,Lyons,4,2,0,0,,0,2,
,,,,SCHNEIDERMAN,INDEPENDENCE,5,Lyons,5,2,0,0,,0,2,
,,,,,,,,,13,0,0,,0,Text105:,13
,,,,SCHNEIDERMAN,INDEPENDENCE,6,Macedon,1,11,0,0,,0,11,
,,,,SCHNEIDERMAN,INDEPENDENCE,6,Macedon,2,10,0,1,,0,11,
,,,,SCHNEIDERMAN,INDEPENDENCE,6,Macedon,3,19,0,2,,0,21,
,,,,SCHNEIDERMAN,INDEPENDENCE,6,Macedon,4,13,0,0,,0,13,
,,,,SCHNEIDERMAN,INDEPENDENCE,6,Macedon,5,17,0,0,,0,17,
,,,,,,,,,70,0,3,,0,Text105:,73
,,,,SCHNEIDERMAN,INDEPENDENCE,7,Marion,1,11,0,0,,0,11,
,,,,SCHNEIDERMAN,INDEPENDENCE,7,Marion,2,6,0,0,,0,6,
,,,,SCHNEIDERMAN,INDEPENDENCE,7,Marion,3,6,0,0,,0,6,
,,,,SCHNEIDERMAN,INDEPENDENCE,7,Marion,4,2,0,1,,0,3,
,,,,,,,,,25,0,1,,0,Text105:,26
,,,,SCHNEIDERMAN,INDEPENDENCE,8,Ontario,1,4,0,0,,0,4,
,,,,SCHNEIDERMAN,INDEPENDENCE,8,Ontario,2,9,0,0,,0,9,
,,,,SCHNEIDERMAN,INDEPENDENCE,8,Ontario,3,19,0,0,,0,19,
,,,,SCHNEIDERMAN,INDEPENDENCE,8,Ontario,4,8,0,0,,0,8,
,,,,SCHNEIDERMAN,INDEPENDENCE,8,Ontario,5,6,0,0,,0,6,
,,,,SCHNEIDERMAN,INDEPENDENCE,8,Ontario,6,16,0,0,,0,16,
,,,,,,,,,62,0,0,,0,Text105:,62
,,,,SCHNEIDERMAN,INDEPENDENCE,9,Palmyra,1,10,0,0,,0,10,
,,,,SCHNEIDERMAN,INDEPENDENCE,9,Palmyra,2,6,0,2,,0,8,
,,,,SCHNEIDERMAN,INDEPENDENCE,9,Palmyra,3,9,0,0,,0,9,
,,,,SCHNEIDERMAN,INDEPENDENCE,9,Palmyra,4,5,0,0,,0,5,
,,,,SCHNEIDERMAN,INDEPENDENCE,9,Palmyra,5,10,0,0,,0,10,
,,,,SCHNEIDERMAN,INDEPENDENCE,9,Palmyra,6,10,0,0,,0,10,
,,,,,,,,,50,0,2,,0,Text105:,52
,,,,SCHNEIDERMAN,INDEPENDENCE,10,Rose,1,7,0,0,,0,7,
,,,,SCHNEIDERMAN,INDEPENDENCE,10,Rose,2,10,0,0,,0,10,
,,,,,,,,,17,0,0,,0,Text105:,17
,,,,SCHNEIDERMAN,INDEPENDENCE,11,Savannah,1,3,0,0,,0,3,
,,,,SCHNEIDERMAN,INDEPENDENCE,11,Savannah,2,5,0,0,,0,5,
,,,,,,,,,8,0,0,,0,Text105:,8
,,,,SCHNEIDERMAN,INDEPENDENCE,12,Sodus,1,5,0,0,,0,5,
,,,,SCHNEIDERMAN,INDEPENDENCE,12,Sodus,2,6,0,0,,0,6,
,,,,SCHNEIDERMAN,INDEPENDENCE,12,Sodus,3,4,0,0,,0,4,
,,,,SCHNEIDERMAN,INDEPENDENCE,12,Sodus,4,7,0,0,,0,7,
,,,,SCHNEIDERMAN,INDEPENDENCE,12,Sodus,5,7,0,0,,0,7,
,,,,SCHNEIDERMAN,INDEPENDENCE,12,Sodus,6,12,0,0,,0,12,
,,,,,,,,,41,0,0,,0,Text105:,41
,,,,SCHNEIDERMAN,INDEPENDENCE,13,Walworth,1,16,0,1,,0,17,
,,,,SCHNEIDERMAN,INDEPENDENCE,13,Walworth,2,26,0,1,,0,27,
,,,,SCHNEIDERMAN,INDEPENDENCE,13,Walworth,3,13,0,0,,0,13,
,,,,SCHNEIDERMAN,INDEPENDENCE,13,Walworth,4,12,0,0,,0,12,
,,,,SCHNEIDERMAN,INDEPENDENCE,13,Walworth,5,15,0,0,,0,15,
,,,,,,,,,82,0,2,,0,Text105:,84
,,,,SCHNEIDERMAN,INDEPENDENCE,14,Williamson,1,9,0,0,,0,9,
,,,,SCHNEIDERMAN,INDEPENDENCE,14,Williamson,2,12,0,0,,0,12,
,,,,SCHNEIDERMAN,INDEPENDENCE,14,Williamson,3,21,0,0,,0,21,
,,,,SCHNEIDERMAN,INDEPENDENCE,14,Williamson,4,6,1,0,,0,7,
,,,,SCHNEIDERMAN,INDEPENDENCE,14,Williamson,5,10,0,0,,0,10,
,,,,,,,,,58,1,0,,0,Text105:,59
,,,,SCHNEIDERMAN,INDEPENDENCE,15,Wolcott,1,3,0,1,,0,4,
,,,,SCHNEIDERMAN,INDEPENDENCE,15,Wolcott,2,0,0,0,,0,0,
,,,,SCHNEIDERMAN,INDEPENDENCE,15,Wolcott,3,5,0,1,,0,6,
,,,,SCHNEIDERMAN,INDEPENDENCE,15,Wolcott,4,5,0,0,,0,5,
,,,,,,,,,13,0,2,,0,Text105:,15
,,,,,,,,,,,,,,Text81:,556
,,F04,ATTORNEY GENERAL   * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,,,,
,,,,JIMENEZ,GREEN,1,Arcadia,1,6,0,0,,0,6,
,,,,JIMENEZ,GREEN,1,Arcadia,2,9,0,1,,0,10,
,,,,JIMENEZ,GREEN,1,Arcadia,3,6,0,1,,0,7,
,,,,JIMENEZ,GREEN,1,Arcadia,4,5,0,0,,0,5,
,,,,JIMENEZ,GREEN,1,Arcadia,5,5,0,1,,0,6,
,,,,JIMENEZ,GREEN,1,Arcadia,6,8,0,0,,0,8,
,,,,JIMENEZ,GREEN,1,Arcadia,7,3,0,0,,0,3,
,,,,JIMENEZ,GREEN,1,Arcadia,8,0,0,0,,0,0,
,,,,JIMENEZ,GREEN,1,Arcadia,9,3,0,0,,0,3,
,,,,JIMENEZ,GREEN,1,Arcadia,10,0,0,0,,0,0,
,,,,,,,,,45,0,3,,0,Text105:,48
,,,,JIMENEZ,GREEN,2,Butler,1,7,0,2,,0,9,
,,,,,,,,,7,0,2,,0,Text105:,9
,,,,JIMENEZ,GREEN,3,Galen,1,5,0,0,,0,5,
,,,,JIMENEZ,GREEN,3,Galen,2,5,0,0,,0,5,
,,,,JIMENEZ,GREEN,3,Galen,3,5,0,0,,0,5,
,,,,JIMENEZ,GREEN,3,Galen,4,3,0,0,,0,3,
,,,,,,,,,18,0,0,,0,Text105:,18
,,,,JIMENEZ,GREEN,4,Huron,1,4,0,0,,0,4,
,,,,JIMENEZ,GREEN,4,Huron,2,7,0,0,,0,7,
,,,,,,,,,11,0,0,,0,Text105:,11
,,,,JIMENEZ,GREEN,5,Lyons,1,4,0,0,,0,4,
,,,,JIMENEZ,GREEN,5,Lyons,2,7,0,0,,0,7,
,,,,JIMENEZ,GREEN,5,Lyons,3,3,0,1,,0,4,
,,,,JIMENEZ,GREEN,5,Lyons,4,10,0,0,,0,10,
,,,,JIMENEZ,GREEN,5,Lyons,5,5,0,0,,0,5,
,,,,,,,,,29,0,1,,0,Text105:,30
,,,,JIMENEZ,GREEN,6,Macedon,1,7,0,0,,0,7,
,,,,JIMENEZ,GREEN,6,Macedon,2,5,0,0,,0,5,
,,,,JIMENEZ,GREEN,6,Macedon,3,7,0,0,,0,7,
,,,,JIMENEZ,GREEN,6,Macedon,4,12,0,1,,0,13,
,,,,JIMENEZ,GREEN,6,Macedon,5,10,0,1,,0,11,
,,,,,,,,,41,0,2,,0,Text105:,43
,,,,JIMENEZ,GREEN,7,Marion,1,2,0,0,,0,2,
,,,,JIMENEZ,GREEN,7,Marion,2,5,0,0,,0,5,
,,,,JIMENEZ,GREEN,7,Marion,3,4,0,0,,0,4,
,,,,JIMENEZ,GREEN,7,Marion,4,9,0,0,,0,9,
,,,,,,,,,20,0,0,,0,Text105:,20
,,,,JIMENEZ,GREEN,8,Ontario,1,5,0,0,,0,5,
,,,,JIMENEZ,GREEN,8,Ontario,2,18,0,0,,0,18,
,,,,JIMENEZ,GREEN,8,Ontario,3,10,0,0,,0,10,
,,,,JIMENEZ,GREEN,8,Ontario,4,4,0,0,,0,4,
,,,,JIMENEZ,GREEN,8,Ontario,5,3,0,0,,0,3,
,,,,JIMENEZ,GREEN,8,Ontario,6,7,0,0,,0,7,
,,,,,,,,,47,0,0,,0,Text105:,47
,,,,JIMENEZ,GREEN,9,Palmyra,1,2,0,1,,0,3,
,,,,JIMENEZ,GREEN,9,Palmyra,2,9,0,1,,0,10,
,,,,JIMENEZ,GREEN,9,Palmyra,3,11,0,0,,0,11,
,,,,JIMENEZ,GREEN,9,Palmyra,4,6,0,0,,0,6,
,,,,JIMENEZ,GREEN,9,Palmyra,5,15,0,1,,0,16,
,,,,JIMENEZ,GREEN,9,Palmyra,6,0,0,1,,0,1,
,,,,,,,,,43,0,4,,0,Text105:,47
,,,,JIMENEZ,GREEN,10,Rose,1,10,0,1,,0,11,
,,,,JIMENEZ,GREEN,10,Rose,2,8,0,1,,0,9,
,,,,,,,,,18,0,2,,0,Text105:,20
,,,,JIMENEZ,GREEN,11,Savannah,1,1,0,0,,0,1,
,,,,JIMENEZ,GREEN,11,Savannah,2,3,0,0,,0,3,
,,,,,,,,,4,0,0,,0,Text105:,4
,,,,JIMENEZ,GREEN,12,Sodus,1,4,0,0,,0,4,
,,,,JIMENEZ,GREEN,12,Sodus,2,9,0,0,,0,9,
,,,,JIMENEZ,GREEN,12,Sodus,3,1,0,0,,0,1,
,,,,JIMENEZ,GREEN,12,Sodus,4,8,0,0,,0,8,
,,,,JIMENEZ,GREEN,12,Sodus,5,3,0,0,,0,3,
,,,,JIMENEZ,GREEN,12,Sodus,6,9,0,0,,0,9,
,,,,,,,,,34,0,0,,0,Text105:,34
,,,,JIMENEZ,GREEN,13,Walworth,1,5,0,0,,0,5,
,,,,JIMENEZ,GREEN,13,Walworth,2,15,0,0,,0,15,
,,,,JIMENEZ,GREEN,13,Walworth,3,13,0,1,,0,14,
,,,,JIMENEZ,GREEN,13,Walworth,4,7,0,1,,0,8,
,,,,JIMENEZ,GREEN,13,Walworth,5,6,0,0,,0,6,
,,,,,,,,,46,0,2,,0,Text105:,48
,,,,JIMENEZ,GREEN,14,Williamson,1,8,0,0,,0,8,
,,,,JIMENEZ,GREEN,14,Williamson,2,10,0,0,,0,10,
,,,,JIMENEZ,GREEN,14,Williamson,3,11,0,0,,0,11,
,,,,JIMENEZ,GREEN,14,Williamson,4,5,2,0,,0,7,
,,,,JIMENEZ,GREEN,14,Williamson,5,3,0,1,,0,4,
,,,,,,,,,37,2,1,,0,Text105:,40
,,,,JIMENEZ,GREEN,15,Wolcott,1,5,0,0,,0,5,
,,,,JIMENEZ,GREEN,15,Wolcott,2,1,0,0,,0,1,
,,,,JIMENEZ,GREEN,15,Wolcott,3,7,0,0,,0,7,
,,,,JIMENEZ,GREEN,15,Wolcott,4,6,0,0,,0,6,
,,,,,,,,,19,0,0,,0,Text105:,19
,,,,,,,,,,,,,,Text81:,438
,,I04,ATTORNEY GENERAL   * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,,,,
,,,,PERSON,LIBERTARIAN,1,Arcadia,1,7,0,0,,0,7,
,,,,PERSON,LIBERTARIAN,1,Arcadia,2,1,0,0,,0,1,
,,,,PERSON,LIBERTARIAN,1,Arcadia,3,6,0,0,,0,6,
,,,,PERSON,LIBERTARIAN,1,Arcadia,4,1,0,1,,0,2,
,,,,PERSON,LIBERTARIAN,1,Arcadia,5,3,0,0,,0,3,
