0177I Following is a set of records pertinent to the Presidential Primary held on Tuesday, April 24, 2012, originated at Suffolk County Board of Elections on July 3, 2012 at 1:13 PM
0064RPresident of The United States          U     1047030102801
0044CGINGRICH, NEWT           REP 001908 1B 
0044CPAUL, RON                REP 002171 1A 
0044CROMNEY, MITT             REP 013084 1C 
0044CSANTORUM, RICK           REP 000852 1D 
0068E8011P0351000041              11 1 1  00-60000000006000500360000
0068E8012P0460000033              11 1 1  00-40000000004000300290001
0068E8013P0551000030              11 1 1  00-30000000005000300220003
0068E8014P0320000026              11 1 1  00-40000000001000100240004
0068E8015P0395000014              11 1 1  00-20000000004000000110001
0068E8016P0238000027              11 1 1  00-20000000000000300250001
0068E8017P0383000037              11 1 1  00-90010000001000300370004
0068E8018P0518000030              11 1 1  00-30000000004000300250001
0068E8019P0503000053              11 1 1  0-130000000004000600540002
0068E9001P0408000033              11 1 1  00000000000005000200240002
0068E9002P0136000005              11 1 1  00000000000000000000050000
0068E9003P0077000007              11 1 1  00-10000000002000100040001
0068E9004P0456000033              11 1 1  00010000000000000700240001
0068E9005P0151000012              11 1 1  00-10000000000000300100000
0068E9006P0087000008              11 1 1  00020000000000000100050000
0068E9007P0506000029              11 1 1  00000000000003000200240000
0068E9008P0313000017              11 1 1  00-40000000002000100140004
0068E9009P0239000017              11 1 1  00-10000000002000200130001
0068E9010P0105000004              11 1 1  00-10000000001000100030000
0068E9011P0446000058              11 1 1  00-70000000006000300520004
0068E9012P0602000074              11 1 1  0-110000000006000700650007
0068E9013P0386000028              11 1 1  00-40000000002000600220002
0068E9014P0530000032              11 1 1  00-40000000003000100300002
0068E9015P0050000001              11 1 1  00000000000000000000010000
0068E9016P0350000033              11 1 1  00-20000000003000600240002
0068E9017P0669000035              11 1 1  00-60000000004001000230004
0068E9018P0179000008              11 1 1  00-30000000000000100090001
0068E9019P0526000034              11 1 1  00-30000000006000400270000
0068E9020P0674000039              11 1 1  00-30000000006001100190006
0068E9021P0270000026              11 1 1  00-20000000006000100180003
0068E9022P0393000025              11 1 1  00-30000000003000200220001
