Contest,Candidate Issue,Party,District Name,Affidavit Votes,Absentee Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"City of Plattsburgh Ward 5 1 ",0,16,0,13,29,25.66
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"City of Plattsburgh Ward 5 2 ",0,26,0,23,49,28.32
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"City of Plattsburgh Ward 6 1 ",0,24,0,23,47,33.33
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"City of Plattsburgh Ward 6 2 ",0,16,0,22,38,44.71
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Altona 1 ",0,17,0,1,18,21.95
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of AuSable 1 ",0,8,0,6,14,26.92
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of AuSable 2 ",0,8,0,2,10,15.63
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Beekmantown 1 ",0,8,0,4,12,18.46
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Beekmantown 2 ",0,5,0,4,9,16.36
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Beekmantown 3 ",0,15,0,12,27,19.71
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Beekmantown 4 ",0,9,0,5,14,19.18
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Black Brook 1 ",0,3,0,1,4,8.16
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Black Brook 2 ",0,3,0,2,5,26.32
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Champlain 1 ",0,8,0,3,11,13.41
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Champlain 2 ",0,13,0,6,19,18.10
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Champlain 3 ",0,10,0,15,25,29.76
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Chazy 1 ",0,16,0,4,20,19.05
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Chazy 2 ",0,21,0,5,26,28.26
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Clinton 1 ",0,1,0,1,2,7.41
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Dannemora 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Dannemora 2 ",0,1,0,5,6,24.00
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Dannemora 3 ",0,1,0,4,5,12.82
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Ellenburg 1 ",0,5,0,1,6,8.11
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Mooers 1 ",0,5,0,5,10,14.93
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Mooers 2 ",0,2,0,6,8,25.81
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Peru 1 ",0,6,0,5,11,14.86
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Peru 2 ",0,19,0,8,27,24.11
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Peru 3 ",0,7,0,1,8,23.53
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Peru 4 ",0,15,0,8,23,21.30
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Plattsburgh 1 ",0,16,0,5,21,27.27
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Plattsburgh 2 ",0,15,0,7,22,22.92
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Plattsburgh 3 ",0,13,0,8,21,17.36
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Plattsburgh 4 ",0,6,0,9,15,18.07
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Plattsburgh 5 ",0,12,0,5,17,27.87
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Plattsburgh 6 ",0,20,0,15,35,19.55
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Plattsburgh 7 ",0,10,0,9,19,28.79
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Saranac 1 ",0,11,0,4,15,17.44
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Saranac 2 ",0,5,0,7,12,25.00
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Saranac 3 ",0,3,0,3,6,14.63
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Schuyler Falls 1 ",0,3,0,4,7,21.88
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Schuyler Falls 2 ",0,14,0,5,19,20.21
"PRESIDENT OF THE UNITED STATES ",Bernie Sanders,DM5,"Town of Schuyler Falls 3 ",0,5,0,9,14,18.67
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"City of Plattsburgh Ward 1 1 ",0,1,0,0,1,2.04
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"City of Plattsburgh Ward 1 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"City of Plattsburgh Ward 1 3 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"City of Plattsburgh Ward 2 1 ",0,0,0,1,1,1.10
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"City of Plattsburgh Ward 2 2 ",0,0,0,1,1,2.04
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"City of Plattsburgh Ward 3 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"City of Plattsburgh Ward 3 2 ",0,0,0,2,2,1.09
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"City of Plattsburgh Ward 4 1 ",0,1,0,1,2,1.14
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"City of Plattsburgh Ward 4 2 ",0,2,0,0,2,1.14
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"City of Plattsburgh Ward 5 1 ",0,1,0,0,1,0.88
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"City of Plattsburgh Ward 5 2 ",0,3,0,0,3,1.73
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"City of Plattsburgh Ward 6 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"City of Plattsburgh Ward 6 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Altona 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of AuSable 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of AuSable 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Beekmantown 1 ",0,1,0,0,1,1.54
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Beekmantown 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Beekmantown 3 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Beekmantown 4 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Black Brook 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Black Brook 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Champlain 1 ",0,0,0,1,1,1.22
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Champlain 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Champlain 3 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Chazy 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Chazy 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Clinton 1 ",0,0,0,1,1,3.70
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Dannemora 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Dannemora 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Dannemora 3 ",0,0,0,1,1,2.56
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Ellenburg 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Mooers 1 ",0,1,0,0,1,1.49
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Mooers 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Peru 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Peru 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Peru 3 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Peru 4 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Plattsburgh 1 ",0,1,0,0,1,1.30
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Plattsburgh 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Plattsburgh 3 ",0,1,0,1,2,1.65
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Plattsburgh 4 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Plattsburgh 5 ",0,0,0,2,2,3.28
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Plattsburgh 6 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Plattsburgh 7 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Saranac 1 ",0,3,0,1,4,4.65
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Saranac 2 ",0,0,0,2,2,4.17
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Saranac 3 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Schuyler Falls 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Schuyler Falls 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael R. Bloomberg,DM6,"Town of Schuyler Falls 3 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"City of Plattsburgh Ward 1 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"City of Plattsburgh Ward 1 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"City of Plattsburgh Ward 1 3 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"City of Plattsburgh Ward 2 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"City of Plattsburgh Ward 2 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"City of Plattsburgh Ward 3 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"City of Plattsburgh Ward 3 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"City of Plattsburgh Ward 4 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"City of Plattsburgh Ward 4 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"City of Plattsburgh Ward 5 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"City of Plattsburgh Ward 5 2 ",0,1,0,0,1,0.58
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"City of Plattsburgh Ward 6 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"City of Plattsburgh Ward 6 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Altona 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of AuSable 1 ",0,0,0,1,1,1.92
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of AuSable 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Beekmantown 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Beekmantown 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Beekmantown 3 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Beekmantown 4 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Black Brook 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Black Brook 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Champlain 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Champlain 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Champlain 3 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Chazy 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Chazy 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Clinton 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Dannemora 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Dannemora 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Dannemora 3 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Ellenburg 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Mooers 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Mooers 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Peru 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Peru 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Peru 3 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Peru 4 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Plattsburgh 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Plattsburgh 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Plattsburgh 3 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Plattsburgh 4 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Plattsburgh 5 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Plattsburgh 6 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Plattsburgh 7 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Saranac 1 ",0,1,0,0,1,1.16
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Saranac 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Saranac 3 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Schuyler Falls 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Schuyler Falls 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Tom Steyer,DM7,"Town of Schuyler Falls 3 ",0,0,0,1,1,1.33
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"City of Plattsburgh Ward 1 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"City of Plattsburgh Ward 1 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"City of Plattsburgh Ward 1 3 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"City of Plattsburgh Ward 2 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"City of Plattsburgh Ward 2 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"City of Plattsburgh Ward 3 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"City of Plattsburgh Ward 3 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"City of Plattsburgh Ward 4 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"City of Plattsburgh Ward 4 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"City of Plattsburgh Ward 5 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"City of Plattsburgh Ward 5 2 ",0,1,0,0,1,0.58
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"City of Plattsburgh Ward 6 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"City of Plattsburgh Ward 6 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Altona 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of AuSable 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of AuSable 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Beekmantown 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Beekmantown 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Beekmantown 3 ",0,1,0,0,1,0.73
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Beekmantown 4 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Black Brook 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Black Brook 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Champlain 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Champlain 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Champlain 3 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Chazy 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Chazy 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Clinton 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Dannemora 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Dannemora 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Dannemora 3 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Ellenburg 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Mooers 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Mooers 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Peru 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Peru 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Peru 3 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Peru 4 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Plattsburgh 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Plattsburgh 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Plattsburgh 3 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Plattsburgh 4 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Plattsburgh 5 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Plattsburgh 6 ",0,0,0,2,2,1.12
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Plattsburgh 7 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Saranac 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Saranac 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Saranac 3 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Schuyler Falls 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Schuyler Falls 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Michael Bennet,DM8,"Town of Schuyler Falls 3 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Elizabeth Warren,DM9,"City of Plattsburgh Ward 1 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Elizabeth Warren,DM9,"City of Plattsburgh Ward 1 2 ",0,9,0,3,12,4.51
"PRESIDENT OF THE UNITED STATES ",Elizabeth Warren,DM9,"City of Plattsburgh Ward 1 3 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Elizabeth Warren,DM9,"City of Plattsburgh Ward 2 1 ",0,2,0,1,3,3.30
"PRESIDENT OF THE UNITED STATES ",Elizabeth Warren,DM9,"City of Plattsburgh Ward 2 2 ",0,0,0,1,1,2.04
"PRESIDENT OF THE UNITED STATES ",Elizabeth Warren,DM9,"City of Plattsburgh Ward 3 1 ",0,4,0,2,6,4.38
"PRESIDENT OF THE UNITED STATES ",Elizabeth Warren,DM9,"City of Plattsburgh Ward 3 2 ",0,5,0,1,6,3.28
"PRESIDENT OF THE UNITED STATES ",Elizabeth Warren,DM9,"City of Plattsburgh Ward 4 1 ",0,3,0,2,5,2.86
"PRESIDENT OF THE UNITED STATES ",Elizabeth Warren,DM9,"City of Plattsburgh Ward 4 2 ",0,5,0,1,6,3.43
"PRESIDENT OF THE UNITED STATES ",Elizabeth Warren,DM9,"City of Plattsburgh Ward 5 1 ",0,6,0,1,7,6.19
"PRESIDENT OF THE UNITED STATES ",Elizabeth Warren,DM9,"City of Plattsburgh Ward 5 2 ",0,3,0,3,6,3.47
"PRESIDENT OF THE UNITED STATES ",Elizabeth Warren,DM9,"City of Plattsburgh Ward 6 1 ",0,3,0,3,6,4.26
"PRESIDENT OF THE UNITED STATES ",Elizabeth Warren,DM9,"City of Plattsburgh Ward 6 2 ",0,0,0,1,1,1.18
"PRESIDENT OF THE UNITED STATES ",Elizabeth Warren,DM9,"Town of Altona 1 ",0,2,0,3,5,6.10
"PRESIDENT OF THE UNITED STATES ",Elizabeth Warren,DM9,"Town of AuSable 1 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Elizabeth Warren,DM9,"Town of AuSable 2 ",0,1,0,1,2,3.13
"PRESIDENT OF THE UNITED STATES ",Elizabeth Warren,DM9,"Town of Beekmantown 1 ",0,0,0,3,3,4.62
"PRESIDENT OF THE UNITED STATES ",Elizabeth Warren,DM9,"Town of Beekmantown 2 ",0,0,0,0,0,0.00
"PRESIDENT OF THE UNITED STATES ",Elizabeth Warren,DM9,"Town of Beekmantown 3 ",0,2,0,1,3,2.19
"PRESIDENT OF THE UNITED STATES ",Elizabeth Warren,DM9,"Town of Beekmantown 4 ",0,0,0,1,1,1.37
"PRESIDENT OF THE UNITED STATES ",Elizabeth Warren,DM9,"Town of Black Brook 1 ",0,4,0,0,4,8.16
"PRESIDENT OF THE UNITED STATES ",Elizabeth Warren,DM9,"Town of Black Brook 2 ",0,0,0,0,0,0.00
